,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
1161,14004.0,1675.81,4,2010-11-11 13:26:00,29,1,16.7581
1162,14006.0,1234.48,4,2010-06-29 12:43:00,164,1,12.3448
1163,14007.0,79.48,1,2010-07-15 09:06:00,148,3,0.7948000000000001
1164,14008.0,509.04,1,2010-10-03 13:09:00,68,3,5.0904
1165,14009.0,404.3,1,2010-09-03 12:08:00,98,3,4.043
1166,14010.0,445.15,2,2010-05-23 13:00:00,201,0,4.451499999999999
1167,14011.0,457.82,2,2010-08-16 15:31:00,116,3,4.5782
1168,14013.0,611.5500000000001,2,2010-11-24 16:16:00,16,3,6.115500000000001
1169,14014.0,1443.03,2,2010-11-28 14:56:00,12,1,14.430299999999999
1171,14017.0,229.75,1,2010-05-17 14:52:00,207,0,2.2975
1172,14018.0,367.15000000000003,1,2010-03-04 14:23:00,281,0,3.6715000000000004
1173,14020.0,606.21,2,2010-08-20 13:09:00,112,3,6.0621
1174,14021.0,1084.68,4,2010-11-30 15:14:00,10,1,10.8468
1175,14022.0,352.15000000000003,1,2010-08-10 09:38:00,122,3,3.5215000000000005
1176,14024.0,318.04,1,2010-11-14 10:51:00,26,3,3.1804
1178,14026.0,713.11,2,2010-08-26 10:31:00,106,3,7.1311
1182,14032.0,1874.68,6,2010-12-08 10:53:00,2,2,18.7468
1183,14033.0,109.44,1,2010-06-02 15:10:00,191,0,1.0944
1184,14035.0,1428.7,4,2010-10-29 10:10:00,42,1,14.287
1185,14037.0,689.75,4,2010-08-18 12:52:00,114,1,6.8975
1186,14038.0,1509.5,2,2010-11-07 14:52:00,33,1,15.095
1187,14039.0,115.08000000000001,1,2010-05-13 10:15:00,211,0,1.1508
1189,14042.0,431.98,1,2009-12-14 15:07:00,361,0,4.3198
1190,14043.0,304.25,2,2010-08-05 18:18:00,127,3,3.0425
1191,14044.0,2470.28,6,2010-10-17 13:28:00,54,2,24.702800000000003
1193,14047.0,2946.42,10,2010-12-02 10:09:00,8,2,29.4642
1194,14048.0,338.76,2,2010-11-22 14:21:00,18,3,3.3876
1197,14052.0,255.45,1,2010-11-14 11:37:00,26,3,2.5545
1198,14053.0,312.05,2,2010-11-07 14:50:00,33,3,3.1205000000000003
1199,14055.0,795.3199999999999,2,2010-05-11 10:24:00,213,0,7.953199999999999
1200,14057.0,2190.88,5,2010-11-23 08:38:00,17,2,21.9088
1201,14058.0,469.19,2,2010-09-03 09:31:00,98,3,4.6919
1203,14061.0,917.4300000000001,3,2010-07-20 17:22:00,143,1,9.1743
1206,14064.0,1978.68,10,2010-10-05 13:20:00,66,2,19.7868
1207,14065.0,891.02,3,2010-11-15 16:13:00,25,1,8.9102
1208,14068.0,1262.52,3,2010-04-15 14:28:00,239,0,12.6252
1209,14069.0,230.06,2,2010-07-13 12:12:00,150,3,2.3006
1210,14070.0,326.55,1,2010-01-24 12:27:00,320,0,3.2655000000000003
1211,14072.0,390.85,1,2010-02-11 12:31:00,302,0,3.9085
1212,14074.0,219.39999999999998,1,2010-03-26 13:55:00,259,0,2.194
1213,14075.0,792.61,3,2010-11-01 13:15:00,39,3,7.9261
1214,14077.0,115.66,1,2010-11-09 16:01:00,31,3,1.1566
1215,14078.0,643.26,4,2010-12-01 12:54:00,9,1,6.4326
1216,14079.0,243.63,1,2010-01-26 17:19:00,318,0,2.4363
1217,14080.0,1070.08,4,2010-10-22 14:04:00,49,1,10.7008
1219,14082.0,231.10999999999999,1,2010-11-12 11:47:00,28,3,2.3110999999999997
1220,14083.0,388.83,3,2010-12-03 12:24:00,7,3,3.8882999999999996
1221,14084.0,150.5,1,2010-07-15 14:36:00,148,3,1.505
1223,14086.0,39.95,1,2010-09-03 10:52:00,98,3,0.3995
1224,14087.0,651.8,2,2010-10-31 11:22:00,40,3,6.518
1227,14092.0,3152.54,10,2010-11-30 14:48:00,10,2,31.5254
1228,14094.0,335.22,1,2010-09-26 11:58:00,75,3,3.3522000000000003
1229,14095.0,2.95,1,2009-12-17 12:49:00,358,0,0.029500000000000002
1230,14097.0,422.85999999999996,2,2010-08-15 14:20:00,117,3,4.228599999999999
1231,14099.0,2661.54,9,2010-11-29 13:03:00,11,2,26.6154
1233,14103.0,0.0,1,2010-02-12 14:58:00,301,0,0.0
1234,14104.0,555.37,3,2010-11-15 13:13:00,25,3,5.5537
1236,14106.0,214.79999999999998,1,2009-12-02 14:09:00,373,0,2.1479999999999997
1237,14107.0,2174.07,4,2010-09-17 12:25:00,84,1,21.7407
1238,14108.0,447.05,2,2009-12-08 15:25:00,367,0,4.4705
1240,14112.0,2919.44,6,2010-09-14 13:41:00,87,2,29.1944
1242,14114.0,977.5600000000001,5,2010-11-09 09:13:00,31,1,9.7756
1243,14115.0,622.6700000000001,2,2010-07-26 12:36:00,137,3,6.226700000000001
1244,14118.0,458.45,1,2010-10-07 11:59:00,64,3,4.5845
1245,14119.0,183.37,2,2010-11-29 10:33:00,11,3,1.8337
1246,14122.0,362.42,3,2010-10-29 15:11:00,42,3,3.6242
1247,14123.0,436.18,1,2009-12-06 15:35:00,369,0,4.3618
1248,14126.0,466.33000000000004,1,2010-09-21 14:51:00,80,3,4.6633000000000004
1249,14127.0,1190.3700000000001,3,2010-11-24 16:56:00,16,1,11.9037
1250,14128.0,286.71,1,2010-06-06 14:05:00,187,0,2.8670999999999998
1251,14129.0,1467.48,4,2010-11-05 09:59:00,35,1,14.6748
1252,14130.0,1398.81,3,2010-11-29 17:11:00,11,1,13.9881
1253,14131.0,187.87,1,2010-03-01 11:59:00,284,0,1.8787
1254,14133.0,305.5,1,2009-12-06 12:10:00,369,0,3.055
1257,14136.0,1570.81,5,2010-11-04 11:53:00,36,1,15.7081
1258,14137.0,332.7,1,2010-01-13 12:30:00,331,0,3.327
1259,14139.0,670.98,3,2010-08-06 14:00:00,126,3,6.7098
1260,14142.0,671.34,2,2010-12-01 16:33:00,9,3,6.7134
1261,14144.0,30.599999999999998,1,2010-08-10 15:17:00,122,3,0.306
1264,14147.0,2106.8,7,2010-11-16 08:11:00,24,2,21.068
1265,14148.0,309.09000000000003,1,2010-10-21 14:08:00,50,3,3.0909000000000004
1266,14151.0,679.45,2,2010-02-04 15:35:00,309,0,6.7945
1267,14152.0,1376.05,5,2010-11-17 14:20:00,23,1,13.7605
1268,14153.0,233.4,1,2010-08-13 14:35:00,119,3,2.334
1271,14157.0,569.9,3,2010-11-15 15:10:00,25,3,5.699
1272,14159.0,3245.0,9,2010-11-25 13:32:00,15,2,32.45
1274,14161.0,2208.36,5,2010-12-05 13:18:00,5,2,22.0836
1275,14163.0,148.71,1,2010-09-03 17:15:00,98,3,1.4871
1276,14166.0,256.85,2,2010-07-22 19:42:00,141,3,2.5685000000000002
1277,14167.0,721.65,4,2010-09-01 17:15:00,100,1,7.2165
1278,14168.0,370.45,2,2010-10-15 10:49:00,56,3,3.7045
1279,14169.0,624.4300000000001,2,2010-10-05 08:45:00,66,3,6.244300000000001
1280,14170.0,597.33,3,2010-11-29 13:10:00,11,3,5.9733
1281,14171.0,135.0,1,2009-12-09 13:50:00,366,0,1.35
1282,14172.0,402.72,3,2010-04-13 13:26:00,241,0,4.027200000000001
1283,14173.0,135.16,2,2010-03-08 13:24:00,277,0,1.3516
1285,14176.0,339.11,2,2010-12-07 11:45:00,3,3,3.3911000000000002
1286,14177.0,1669.93,9,2010-11-23 14:23:00,17,2,16.6993
1287,14180.0,1570.73,9,2010-12-02 13:08:00,8,2,15.7073
1288,14181.0,310.55,2,2010-10-25 08:27:00,46,3,3.1055
1289,14182.0,678.77,4,2010-09-22 11:45:00,79,1,6.7877
1290,14183.0,286.29,2,2010-10-24 14:45:00,47,3,2.8629000000000002
1291,14186.0,1550.63,5,2010-10-08 13:30:00,63,1,15.506300000000001
1292,14187.0,123.5,1,2010-08-23 12:06:00,109,3,1.235
1293,14189.0,1160.31,2,2010-12-06 11:42:00,4,1,11.6031
1294,14190.0,79.9,1,2010-02-11 14:27:00,302,0,0.799
1295,14191.0,132.9,2,2010-11-10 12:27:00,30,3,1.329
1296,14192.0,293.74,1,2010-11-16 17:44:00,24,3,2.9374000000000002
1297,14193.0,356.8,1,2010-11-08 12:31:00,32,3,3.568
1299,14195.0,1603.6,4,2010-09-26 14:06:00,75,1,16.035999999999998
1300,14197.0,390.05,1,2010-10-25 10:01:00,46,3,3.9005
1301,14198.0,868.33,5,2010-11-04 13:50:00,36,1,8.683300000000001
1302,14199.0,906.3,3,2010-10-12 08:25:00,59,1,9.062999999999999
1303,14200.0,379.2,1,2010-04-01 13:01:00,253,0,3.792
1304,14201.0,446.1,3,2010-10-26 18:51:00,45,3,4.461
1305,14202.0,847.76,3,2010-11-23 17:13:00,17,1,8.4776
1306,14203.0,339.34,1,2010-11-07 13:35:00,33,3,3.3933999999999997
1307,14204.0,901.9300000000001,3,2010-10-13 13:32:00,58,1,9.019300000000001
1308,14205.0,1947.5,7,2010-11-10 14:37:00,30,2,19.475
1309,14206.0,856.85,2,2010-11-16 18:20:00,24,3,8.5685
1310,14207.0,157.8,1,2010-01-21 09:33:00,323,0,1.578
1311,14208.0,415.31,1,2010-06-06 13:11:00,187,0,4.1531
1312,14209.0,2919.84,9,2010-11-19 13:58:00,21,2,29.198400000000003
1314,14211.0,2161.19,9,2010-10-24 12:54:00,47,2,21.611900000000002
1315,14212.0,1119.6599999999999,1,2010-09-20 11:48:00,81,3,11.196599999999998
1316,14213.0,1192.2,1,2010-10-31 10:37:00,40,3,11.922
1317,14215.0,1626.61,4,2010-12-06 15:34:00,4,1,16.266099999999998
1318,14216.0,310.74,1,2010-10-21 15:07:00,50,3,3.1074
1319,14217.0,1411.91,7,2010-12-08 13:28:00,2,1,14.119100000000001
1320,14219.0,543.89,2,2010-10-26 10:34:00,45,3,5.4389
1321,14220.0,882.5999999999999,2,2010-05-21 13:29:00,203,0,8.825999999999999
1322,14221.0,3084.69,8,2010-09-16 14:41:00,85,2,30.8469
1323,14224.0,847.78,5,2010-11-14 13:53:00,26,1,8.4778
1324,14225.0,2037.02,4,2010-10-01 10:32:00,70,1,20.3702
1325,14226.0,770.34,1,2010-09-24 14:32:00,77,3,7.7034
1326,14227.0,3017.75,5,2010-10-21 10:49:00,50,2,30.1775
1327,14228.0,745.5,3,2010-09-28 09:45:00,73,3,7.455
1328,14229.0,1046.84,4,2010-11-01 13:04:00,39,1,10.468399999999999
1329,14230.0,979.8000000000001,3,2010-09-30 09:07:00,71,1,9.798
1330,14231.0,309.91,1,2010-09-15 09:52:00,86,3,3.0991000000000004
1331,14233.0,1441.55,3,2010-08-31 15:03:00,101,1,14.4155
1332,14235.0,1573.1299999999999,4,2010-07-29 17:24:00,134,1,15.7313
1333,14236.0,1253.78,4,2010-12-02 18:49:00,8,1,12.537799999999999
1334,14237.0,471.14,2,2010-12-01 13:20:00,9,3,4.7114
1335,14238.0,287.38,2,2010-02-15 11:39:00,298,0,2.8738
1336,14239.0,1882.3200000000002,10,2010-10-04 15:01:00,67,2,18.8232
1337,14240.0,357.15,1,2010-10-12 12:48:00,59,3,3.5715
1338,14241.0,120.0,1,2010-01-12 15:11:00,332,0,1.2
1340,14244.0,366.41999999999996,1,2010-02-17 11:40:00,296,0,3.6641999999999997
1341,14247.0,635.89,4,2010-10-31 13:58:00,40,1,6.3589
1342,14248.0,730.37,2,2010-09-06 14:04:00,95,3,7.3037
1344,14252.0,350.99,1,2010-11-23 13:36:00,17,3,3.5099
1345,14253.0,363.40000000000003,2,2010-08-03 14:55:00,129,3,3.6340000000000003
1346,14254.0,601.03,1,2010-10-03 11:52:00,68,3,6.0103
1347,14255.0,1000.63,1,2010-06-11 15:54:00,182,0,10.0063
1348,14256.0,1504.93,3,2010-08-05 09:30:00,127,1,15.0493
1349,14257.0,2854.73,4,2010-11-24 16:00:00,16,2,28.5473
1351,14260.0,824.28,3,2010-08-25 14:55:00,107,3,8.242799999999999
1352,14263.0,322.93,1,2010-10-12 14:09:00,59,3,3.2293000000000003
1353,14264.0,1183.39,4,2010-11-25 17:42:00,15,1,11.833900000000002
1354,14265.0,843.17,2,2010-09-01 12:20:00,100,3,8.4317
1355,14266.0,40.56,1,2010-10-07 13:32:00,64,3,0.4056
1356,14268.0,354.85,1,2010-08-26 10:45:00,106,3,3.5485
1357,14269.0,295.73,1,2010-09-26 12:53:00,75,3,2.9573
1358,14271.0,106.81,1,2010-10-26 17:01:00,45,3,1.0681
1359,14272.0,482.85,2,2010-05-26 09:49:00,198,0,4.8285
1360,14274.0,256.6,1,2010-01-22 12:51:00,322,0,2.5660000000000003
1361,14275.0,1189.3799999999999,6,2010-11-09 09:06:00,31,1,11.893799999999999
1362,14276.0,982.94,4,2010-10-28 17:13:00,43,1,9.8294
1364,14278.0,205.83,1,2010-10-26 12:07:00,45,3,2.0583
1365,14279.0,191.86,2,2010-07-07 08:42:00,156,0,1.9186
1366,14281.0,245.15,1,2010-10-27 14:45:00,44,3,2.4515000000000002
1368,14283.0,628.4399999999999,4,2010-09-02 14:46:00,99,1,6.2844
1369,14284.0,704.4,1,2010-02-24 12:06:00,289,0,7.044
1370,14285.0,1374.41,4,2010-07-14 14:07:00,149,1,13.744100000000001
1372,14290.0,2201.91,3,2010-10-22 12:03:00,49,1,22.019099999999998
1375,14293.0,2221.37,6,2010-12-06 10:18:00,4,2,22.2137
1376,14294.0,375.34,1,2010-10-28 16:25:00,43,3,3.7533999999999996
1377,14295.0,2196.71,4,2010-09-27 09:48:00,74,1,21.967100000000002
1378,14296.0,456.40000000000003,2,2010-10-14 14:14:00,57,3,4.564
1381,14301.0,1352.04,3,2010-10-19 14:09:00,52,1,13.5204
1382,14302.0,742.9000000000001,3,2010-10-05 08:10:00,66,3,7.429000000000001
1383,14303.0,277.94,2,2010-10-28 15:37:00,43,3,2.7794
1384,14304.0,1341.56,2,2010-11-25 10:20:00,15,1,13.4156
1385,14306.0,1058.0800000000002,4,2010-11-26 10:44:00,14,1,10.580800000000002
1386,14307.0,2075.31,5,2010-12-01 11:41:00,9,2,20.7531
1387,14308.0,1147.02,2,2010-06-08 16:48:00,185,0,11.4702
1388,14309.0,1428.28,2,2010-10-22 13:18:00,49,1,14.2828
1389,14310.0,492.1,1,2010-10-03 12:34:00,68,3,4.921
1390,14311.0,206.19,1,2010-05-21 10:28:00,203,0,2.0619
1391,14312.0,1478.7,5,2010-11-26 11:40:00,14,1,14.787
1392,14314.0,109.80000000000001,1,2010-10-05 08:00:00,66,3,1.098
1393,14315.0,716.69,2,2010-05-24 13:56:00,200,0,7.166900000000001
1394,14316.0,1370.34,5,2010-10-13 16:31:00,58,1,13.703399999999998
1395,14318.0,158.02,1,2010-09-05 15:32:00,96,3,1.5802
1396,14319.0,494.85,1,2010-10-11 13:38:00,60,3,4.9485
1397,14320.0,868.96,3,2010-06-11 12:45:00,182,0,8.6896
1398,14321.0,687.3100000000001,2,2010-10-04 12:48:00,67,3,6.873100000000001
1399,14322.0,474.1,4,2010-10-06 15:17:00,65,3,4.7410000000000005
1400,14324.0,701.61,2,2010-10-26 11:44:00,45,3,7.0161
1401,14325.0,245.48000000000002,1,2010-05-19 09:20:00,205,0,2.4548
1402,14326.0,757.13,2,2010-09-02 13:29:00,99,3,7.5713
1403,14327.0,1583.28,5,2010-11-22 15:24:00,18,1,15.832799999999999
1404,14328.0,445.05,1,2010-09-27 16:01:00,74,3,4.4505
1406,14330.0,200.63,1,2010-03-26 09:10:00,259,0,2.0063
1407,14332.0,1077.2,2,2010-11-23 15:24:00,17,3,10.772
1408,14334.0,1766.27,4,2010-10-10 10:33:00,61,1,17.6627
1409,14338.0,339.88,1,2010-06-21 10:32:00,172,0,3.3988
1410,14339.0,310.75,1,2010-10-07 08:50:00,64,3,3.1075
1411,14341.0,2285.04,10,2010-10-15 15:52:00,56,2,22.8504
1412,14342.0,249.88,2,2010-10-03 12:46:00,68,3,2.4988
1413,14343.0,1088.91,4,2010-10-14 13:05:00,57,1,10.889100000000001
1415,14346.0,1294.17,3,2010-10-10 14:19:00,61,1,12.9417
1416,14347.0,82.6,1,2009-12-03 10:49:00,372,0,0.826
1417,14350.0,689.1,2,2010-11-24 12:01:00,16,3,6.891
1418,14353.0,285.9,2,2010-10-25 14:46:00,46,3,2.859
1419,14355.0,840.0500000000001,3,2010-12-09 12:16:00,1,1,8.400500000000001
1420,14358.0,400.06,2,2010-11-15 15:51:00,25,3,4.0006
1421,14361.0,214.70999999999998,1,2010-05-10 12:29:00,214,0,2.1471
1422,14363.0,227.47000000000003,2,2010-11-02 17:01:00,38,3,2.2747
1423,14365.0,634.68,2,2010-11-10 09:52:00,30,3,6.346799999999999
1424,14366.0,136.0,1,2010-07-02 17:23:00,161,0,1.36
1425,14369.0,469.13,2,2010-03-07 15:47:00,278,0,4.6913
1426,14370.0,1175.78,6,2010-09-15 10:53:00,86,1,11.7578
1427,14372.0,860.08,2,2010-09-22 16:17:00,79,3,8.6008
1428,14374.0,108.0,1,2010-06-16 14:25:00,177,0,1.08
1429,14375.0,875.31,2,2010-09-15 14:45:00,86,3,8.7531
1430,14376.0,215.46,1,2010-01-25 15:36:00,319,0,2.1546000000000003
1431,14378.0,131.25,1,2010-03-28 12:22:00,257,0,1.3125
1432,14379.0,920.81,2,2010-11-11 16:29:00,29,3,9.2081
1433,14380.0,48.96,1,2010-01-26 17:11:00,318,0,0.48960000000000004
1434,14381.0,428.65999999999997,1,2010-09-14 16:15:00,87,3,4.2866
1435,14382.0,620.73,1,2010-11-14 16:32:00,26,3,6.2073
1436,14384.0,58.5,1,2010-07-27 09:53:00,136,3,0.585
1437,14388.0,3488.16,9,2010-12-02 11:02:00,8,2,34.8816
1438,14389.0,854.55,3,2010-10-11 10:04:00,60,1,8.545499999999999
1439,14390.0,1747.01,5,2010-12-02 11:57:00,8,1,17.4701
1440,14391.0,135.6,1,2010-05-12 09:42:00,212,0,1.3559999999999999
1441,14392.0,266.4,1,2010-10-03 12:56:00,68,3,2.6639999999999997
1442,14394.0,93.8,1,2010-05-24 10:43:00,200,0,0.938
1444,14396.0,1633.94,6,2010-12-03 15:19:00,7,1,16.3394
1445,14398.0,707.79,2,2010-11-03 13:46:00,37,3,7.0779
1446,14399.0,2113.16,8,2010-11-10 13:23:00,30,2,21.1316
1447,14400.0,1157.77,2,2010-10-27 13:59:00,44,1,11.5777
1448,14401.0,2744.42,9,2010-10-11 15:25:00,60,2,27.444200000000002
1449,14402.0,285.6,1,2010-02-25 13:20:00,288,0,2.8560000000000003
1450,14403.0,404.7,2,2010-04-29 08:47:00,225,0,4.047
1451,14404.0,1424.79,8,2010-12-05 16:00:00,5,2,14.2479
1452,14405.0,195.0,1,2010-11-18 11:40:00,22,3,1.95
1453,14408.0,1503.2400000000002,4,2010-08-25 13:08:00,107,1,15.032400000000003
1454,14409.0,1696.64,5,2010-12-06 15:06:00,4,1,16.9664
1455,14410.0,1546.07,2,2010-11-28 14:57:00,12,1,15.4607
1456,14412.0,656.16,1,2010-10-11 12:33:00,60,3,6.561599999999999
1457,14413.0,647.67,3,2010-10-25 14:41:00,46,3,6.476699999999999
1458,14414.0,902.35,1,2010-11-30 10:12:00,10,3,9.0235
1460,14417.0,604.2,1,2010-11-17 10:55:00,23,3,6.042000000000001
1461,14419.0,202.85,1,2010-11-22 11:09:00,18,3,2.0284999999999997
1462,14420.0,1251.65,3,2010-11-08 10:49:00,32,1,12.5165
1463,14421.0,1656.26,4,2010-07-15 12:30:00,148,1,16.5626
1465,14423.0,651.41,2,2010-09-28 10:42:00,73,3,6.5141
1466,14425.0,661.39,3,2010-10-01 10:24:00,70,3,6.6139
1468,14427.0,900.1800000000001,2,2010-08-02 11:25:00,130,3,9.001800000000001
1469,14429.0,516.28,1,2010-11-01 10:08:00,39,3,5.1628
1470,14430.0,1220.9,3,2010-07-16 11:35:00,147,1,12.209000000000001
1471,14431.0,2143.84,3,2010-11-25 14:03:00,15,1,21.4384
1472,14433.0,289.6,1,2010-08-31 12:35:00,101,3,2.8960000000000004
1473,14435.0,90.42,1,2010-07-26 12:33:00,137,3,0.9042
1474,14436.0,182.64000000000001,1,2010-06-04 11:32:00,189,0,1.8264000000000002
1475,14437.0,895.84,5,2010-12-09 09:27:00,1,1,8.958400000000001
1478,14441.0,2898.8,7,2010-11-30 19:35:00,10,2,28.988000000000003
1479,14442.0,3777.2,5,2010-10-21 15:39:00,50,2,37.772
1480,14443.0,966.27,2,2010-12-06 11:03:00,4,3,9.6627
1481,14444.0,132.04,1,2010-09-09 18:56:00,92,3,1.3204
1482,14445.0,221.65,1,2010-09-10 11:09:00,91,3,2.2165
1483,14446.0,201.73,1,2010-11-18 12:08:00,22,3,2.0173
1484,14447.0,548.5,1,2010-11-04 13:32:00,36,3,5.485
1485,14449.0,1575.7,5,2010-12-02 14:09:00,8,1,15.757
1486,14450.0,645.19,4,2010-11-25 11:58:00,15,1,6.4519
1487,14451.0,2646.18,10,2010-11-15 14:09:00,25,2,26.461799999999997
1488,14452.0,401.15,2,2010-11-09 14:13:00,31,3,4.0115
1489,14454.0,977.3,5,2010-11-28 13:26:00,12,1,9.773
1490,14455.0,628.21,4,2010-10-03 15:48:00,68,1,6.282100000000001
1491,14458.0,237.42,1,2010-11-24 12:43:00,16,3,2.3742
1492,14459.0,3537.821,1,2010-02-26 13:26:00,287,2,35.378209999999996
1493,14460.0,659.16,6,2010-11-08 15:00:00,32,1,6.5916
1495,14462.0,265.99,1,2010-10-03 14:13:00,68,3,2.6599
1496,14463.0,256.95,1,2010-07-28 11:35:00,135,3,2.5694999999999997
1497,14464.0,111.0,2,2010-05-20 18:00:00,204,0,1.11
1498,14465.0,2887.4100000000003,8,2010-10-07 15:09:00,64,2,28.874100000000002
1499,14466.0,2374.5,7,2010-12-02 13:36:00,8,2,23.745
1500,14467.0,1622.23,8,2010-11-15 11:01:00,25,2,16.2223
1501,14468.0,204.24,1,2009-12-06 12:21:00,369,0,2.0424
1502,14469.0,2112.21,4,2010-10-19 14:30:00,52,1,21.1221
1503,14470.0,250.85,1,2010-10-05 12:39:00,66,3,2.5084999999999997
1504,14471.0,400.95,2,2010-04-27 17:12:00,227,0,4.0095
1505,14472.0,291.38,1,2010-01-19 13:09:00,325,0,2.9138
1506,14474.0,730.42,1,2010-05-09 12:12:00,215,0,7.3042
1507,14475.0,225.3,1,2010-10-27 09:20:00,44,3,2.253
1508,14477.0,660.0,3,2010-09-29 14:05:00,72,3,6.6
1509,14478.0,1276.66,4,2010-11-22 15:29:00,18,1,12.7666
1510,14479.0,982.86,3,2010-12-09 12:59:00,1,1,9.8286
1511,14480.0,1020.47,3,2010-11-02 12:35:00,38,1,10.2047
1512,14481.0,1674.98,3,2010-10-28 19:20:00,43,1,16.7498
1513,14482.0,2289.76,6,2010-11-25 15:26:00,15,2,22.8976
1514,14483.0,120.0,1,2009-12-03 10:16:00,372,0,1.2
1515,14484.0,749.0600000000001,3,2010-11-03 13:50:00,37,3,7.490600000000001
1516,14486.0,175.5,2,2010-07-16 09:42:00,147,3,1.755
1517,14487.0,257.28000000000003,2,2010-12-06 13:22:00,4,3,2.5728000000000004
1518,14489.0,1111.55,3,2010-09-28 15:26:00,73,1,11.115499999999999
1519,14490.0,1273.47,2,2010-10-29 15:04:00,42,1,12.7347
1520,14491.0,127.2,1,2010-12-02 12:10:00,8,3,1.272
1521,14492.0,1921.91,7,2010-10-05 13:21:00,66,2,19.2191
1522,14493.0,2746.91,5,2010-11-14 16:16:00,26,2,27.469099999999997
1523,14494.0,261.9,2,2010-11-03 13:13:00,37,3,2.6189999999999998
1524,14495.0,51.0,1,2010-02-18 08:49:00,295,0,0.51
1525,14496.0,2129.42,6,2010-12-01 15:35:00,9,2,21.2942
1526,14497.0,221.69,1,2010-02-04 09:59:00,309,0,2.2169
1527,14498.0,1953.95,5,2010-11-03 11:11:00,37,1,19.5395
1528,14499.0,1323.65,4,2010-11-30 14:28:00,10,1,13.236500000000001
1530,14506.0,1278.5,3,2010-12-05 14:25:00,5,1,12.785
1531,14507.0,1901.25,5,2010-11-26 11:24:00,14,1,19.0125
1532,14508.0,598.52,3,2010-11-28 13:21:00,12,3,5.9852
1533,14509.0,110.95,1,2010-06-23 13:21:00,170,0,1.1095
1534,14510.0,1007.28,3,2010-11-29 12:46:00,11,1,10.072799999999999
1535,14512.0,948.19,5,2010-11-21 13:00:00,19,1,9.481900000000001
1536,14513.0,332.42,3,2010-09-29 12:11:00,72,3,3.3242000000000003
1537,14514.0,3543.63,6,2010-09-29 13:14:00,72,2,35.4363
1538,14515.0,1647.17,6,2010-11-17 12:24:00,23,1,16.471700000000002
1539,14516.0,163.92,1,2010-07-11 14:07:00,152,0,1.6391999999999998
1540,14519.0,206.09,2,2010-01-25 11:18:00,319,0,2.0609
1541,14521.0,199.45000000000002,1,2010-08-05 16:35:00,127,3,1.9945000000000002
1542,14522.0,784.08,4,2010-04-23 10:45:00,231,0,7.840800000000001
1543,14524.0,1066.03,4,2010-10-26 11:21:00,45,1,10.6603
1545,14526.0,262.4,1,2010-11-15 13:32:00,25,3,2.6239999999999997
1547,14530.0,3271.4900000000002,10,2010-11-08 13:05:00,32,2,32.7149
1548,14531.0,376.34,1,2010-08-17 10:16:00,115,3,3.7634
1549,14532.0,2926.33,7,2010-10-24 12:24:00,47,2,29.2633
1550,14533.0,1516.65,4,2010-10-28 16:42:00,43,1,15.166500000000001
1551,14534.0,1824.06,8,2010-11-07 10:44:00,33,2,18.2406
1552,14535.0,3166.54,6,2010-11-09 16:03:00,31,2,31.665399999999998
1553,14537.0,285.84000000000003,1,2010-03-26 13:44:00,259,0,2.8584000000000005
1554,14538.0,982.59,3,2010-06-27 10:23:00,166,1,9.8259
1555,14540.0,2799.08,8,2010-11-25 10:51:00,15,2,27.9908
1556,14541.0,1038.03,6,2010-10-19 15:07:00,52,1,10.3803
1558,14544.0,957.98,1,2010-08-26 16:00:00,106,3,9.5798
1559,14545.0,349.25,1,2010-02-03 15:23:00,310,0,3.4925
1560,14546.0,2619.81,6,2010-11-28 12:15:00,12,2,26.1981
1561,14548.0,1974.69,7,2010-08-12 15:48:00,120,2,19.7469
1562,14549.0,627.3100000000001,3,2010-10-15 08:26:00,56,3,6.2731
1563,14550.0,587.69,2,2010-11-16 14:05:00,24,3,5.876900000000001
1564,14551.0,693.81,5,2010-10-24 14:45:00,47,1,6.9380999999999995
1565,14552.0,346.21,2,2010-11-24 12:36:00,16,3,3.4621
1566,14553.0,982.27,4,2010-10-24 12:00:00,47,1,9.8227
1567,14555.0,1991.49,4,2010-11-23 11:35:00,17,1,19.9149
1568,14556.0,835.34,3,2010-04-22 14:57:00,232,0,8.3534
1569,14558.0,655.5,3,2010-02-23 12:51:00,290,0,6.555
1570,14559.0,75.6,1,2010-11-14 16:05:00,26,3,0.7559999999999999
1572,14562.0,1654.63,8,2010-11-14 11:10:00,26,2,16.546300000000002
1573,14563.0,679.44,2,2010-07-18 12:01:00,145,3,6.7944
1574,14564.0,2605.62,2,2010-10-01 09:02:00,70,1,26.0562
1575,14565.0,760.1,1,2010-08-23 09:48:00,109,3,7.601
1576,14566.0,2660.0,3,2010-10-18 14:57:00,53,2,26.6
1577,14568.0,919.7,1,2010-09-30 17:15:00,71,3,9.197000000000001
1578,14569.0,371.59,3,2010-09-13 10:51:00,88,3,3.7158999999999995
1579,14570.0,395.69,1,2010-09-22 13:07:00,79,3,3.9569
1580,14571.0,161.65,1,2010-10-10 15:06:00,61,3,1.6165
1581,14572.0,2782.34,4,2010-10-18 17:11:00,53,2,27.823400000000003
1582,14573.0,968.0,5,2010-12-02 19:59:00,8,1,9.68
1583,14574.0,143.70000000000002,1,2009-12-07 12:42:00,368,0,1.4370000000000003
