,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
1106,13927.0,359.27,1,2010-09-28 16:12:00,73,3,3.5927
1110,13936.0,563.08,2,2010-11-22 10:34:00,18,3,5.630800000000001
1111,13937.0,721.28,1,2010-11-02 12:37:00,38,3,7.2128
1117,13945.0,854.15,2,2010-11-10 10:00:00,30,3,8.5415
1119,13948.0,446.76,3,2010-10-24 13:46:00,47,3,4.4676
1122,13955.0,222.21,1,2010-11-29 17:35:00,11,3,2.2221
1123,13957.0,458.25,3,2010-10-18 10:02:00,53,3,4.5825
1125,13959.0,477.98,3,2010-11-05 16:52:00,35,3,4.7798
1126,13961.0,538.4,1,2010-11-12 14:40:00,28,3,5.3839999999999995
1127,13962.0,193.25,1,2010-09-30 10:35:00,71,3,1.9325
1129,13964.0,438.9,2,2010-11-17 13:53:00,23,3,4.388999999999999
1131,13966.0,390.86,1,2010-09-30 13:08:00,71,3,3.9086000000000003
1132,13967.0,85.6,1,2010-11-08 13:24:00,32,3,0.856
1133,13968.0,123.66,1,2010-10-12 13:22:00,59,3,1.2366
1135,13970.0,846.55,2,2010-11-18 13:21:00,22,3,8.465499999999999
1139,13976.0,834.38,3,2010-07-21 09:27:00,142,3,8.3438
1140,13977.0,519.8100000000001,1,2010-10-24 14:08:00,47,3,5.1981
1143,13981.0,331.14,1,2010-10-20 10:03:00,51,3,3.3114
1148,13987.0,682.54,2,2010-11-25 10:20:00,15,3,6.825399999999999
1149,13988.0,609.84,2,2010-11-21 12:40:00,19,3,6.098400000000001
1150,13989.0,759.98,3,2010-09-01 13:58:00,100,3,7.5998
1151,13992.0,142.7,2,2010-11-24 15:42:00,16,3,1.4269999999999998
1154,13996.0,895.76,2,2010-11-18 16:27:00,22,3,8.9576
1155,13997.0,382.31,3,2010-07-08 18:06:00,155,3,3.8231
1156,13998.0,566.7,3,2010-09-19 10:20:00,82,3,5.667000000000001
1163,14007.0,79.48,1,2010-07-15 09:06:00,148,3,0.7948000000000001
1164,14008.0,509.04,1,2010-10-03 13:09:00,68,3,5.0904
1165,14009.0,404.3,1,2010-09-03 12:08:00,98,3,4.043
1167,14011.0,457.82,2,2010-08-16 15:31:00,116,3,4.5782
1168,14013.0,611.5500000000001,2,2010-11-24 16:16:00,16,3,6.115500000000001
1173,14020.0,606.21,2,2010-08-20 13:09:00,112,3,6.0621
1175,14022.0,352.15000000000003,1,2010-08-10 09:38:00,122,3,3.5215000000000005
1176,14024.0,318.04,1,2010-11-14 10:51:00,26,3,3.1804
1178,14026.0,713.11,2,2010-08-26 10:31:00,106,3,7.1311
1190,14043.0,304.25,2,2010-08-05 18:18:00,127,3,3.0425
1194,14048.0,338.76,2,2010-11-22 14:21:00,18,3,3.3876
1197,14052.0,255.45,1,2010-11-14 11:37:00,26,3,2.5545
1198,14053.0,312.05,2,2010-11-07 14:50:00,33,3,3.1205000000000003
1201,14058.0,469.19,2,2010-09-03 09:31:00,98,3,4.6919
1209,14069.0,230.06,2,2010-07-13 12:12:00,150,3,2.3006
1213,14075.0,792.61,3,2010-11-01 13:15:00,39,3,7.9261
1214,14077.0,115.66,1,2010-11-09 16:01:00,31,3,1.1566
1219,14082.0,231.10999999999999,1,2010-11-12 11:47:00,28,3,2.3110999999999997
1220,14083.0,388.83,3,2010-12-03 12:24:00,7,3,3.8882999999999996
1221,14084.0,150.5,1,2010-07-15 14:36:00,148,3,1.505
1223,14086.0,39.95,1,2010-09-03 10:52:00,98,3,0.3995
1224,14087.0,651.8,2,2010-10-31 11:22:00,40,3,6.518
1228,14094.0,335.22,1,2010-09-26 11:58:00,75,3,3.3522000000000003
1230,14097.0,422.85999999999996,2,2010-08-15 14:20:00,117,3,4.228599999999999
1234,14104.0,555.37,3,2010-11-15 13:13:00,25,3,5.5537
1243,14115.0,622.6700000000001,2,2010-07-26 12:36:00,137,3,6.226700000000001
1244,14118.0,458.45,1,2010-10-07 11:59:00,64,3,4.5845
1245,14119.0,183.37,2,2010-11-29 10:33:00,11,3,1.8337
1246,14122.0,362.42,3,2010-10-29 15:11:00,42,3,3.6242
1248,14126.0,466.33000000000004,1,2010-09-21 14:51:00,80,3,4.6633000000000004
1259,14139.0,670.98,3,2010-08-06 14:00:00,126,3,6.7098
1260,14142.0,671.34,2,2010-12-01 16:33:00,9,3,6.7134
1261,14144.0,30.599999999999998,1,2010-08-10 15:17:00,122,3,0.306
1265,14148.0,309.09000000000003,1,2010-10-21 14:08:00,50,3,3.0909000000000004
1268,14153.0,233.4,1,2010-08-13 14:35:00,119,3,2.334
1271,14157.0,569.9,3,2010-11-15 15:10:00,25,3,5.699
1275,14163.0,148.71,1,2010-09-03 17:15:00,98,3,1.4871
1276,14166.0,256.85,2,2010-07-22 19:42:00,141,3,2.5685000000000002
1278,14168.0,370.45,2,2010-10-15 10:49:00,56,3,3.7045
1279,14169.0,624.4300000000001,2,2010-10-05 08:45:00,66,3,6.244300000000001
1280,14170.0,597.33,3,2010-11-29 13:10:00,11,3,5.9733
1285,14176.0,339.11,2,2010-12-07 11:45:00,3,3,3.3911000000000002
1288,14181.0,310.55,2,2010-10-25 08:27:00,46,3,3.1055
1290,14183.0,286.29,2,2010-10-24 14:45:00,47,3,2.8629000000000002
1292,14187.0,123.5,1,2010-08-23 12:06:00,109,3,1.235
1295,14191.0,132.9,2,2010-11-10 12:27:00,30,3,1.329
1296,14192.0,293.74,1,2010-11-16 17:44:00,24,3,2.9374000000000002
1297,14193.0,356.8,1,2010-11-08 12:31:00,32,3,3.568
1300,14197.0,390.05,1,2010-10-25 10:01:00,46,3,3.9005
1304,14201.0,446.1,3,2010-10-26 18:51:00,45,3,4.461
1306,14203.0,339.34,1,2010-11-07 13:35:00,33,3,3.3933999999999997
1309,14206.0,856.85,2,2010-11-16 18:20:00,24,3,8.5685
1315,14212.0,1119.6599999999999,1,2010-09-20 11:48:00,81,3,11.196599999999998
1316,14213.0,1192.2,1,2010-10-31 10:37:00,40,3,11.922
1318,14216.0,310.74,1,2010-10-21 15:07:00,50,3,3.1074
1320,14219.0,543.89,2,2010-10-26 10:34:00,45,3,5.4389
1325,14226.0,770.34,1,2010-09-24 14:32:00,77,3,7.7034
1327,14228.0,745.5,3,2010-09-28 09:45:00,73,3,7.455
1330,14231.0,309.91,1,2010-09-15 09:52:00,86,3,3.0991000000000004
1334,14237.0,471.14,2,2010-12-01 13:20:00,9,3,4.7114
1337,14240.0,357.15,1,2010-10-12 12:48:00,59,3,3.5715
1342,14248.0,730.37,2,2010-09-06 14:04:00,95,3,7.3037
1344,14252.0,350.99,1,2010-11-23 13:36:00,17,3,3.5099
1345,14253.0,363.40000000000003,2,2010-08-03 14:55:00,129,3,3.6340000000000003
1346,14254.0,601.03,1,2010-10-03 11:52:00,68,3,6.0103
1351,14260.0,824.28,3,2010-08-25 14:55:00,107,3,8.242799999999999
1352,14263.0,322.93,1,2010-10-12 14:09:00,59,3,3.2293000000000003
1354,14265.0,843.17,2,2010-09-01 12:20:00,100,3,8.4317
1355,14266.0,40.56,1,2010-10-07 13:32:00,64,3,0.4056
1356,14268.0,354.85,1,2010-08-26 10:45:00,106,3,3.5485
1357,14269.0,295.73,1,2010-09-26 12:53:00,75,3,2.9573
1358,14271.0,106.81,1,2010-10-26 17:01:00,45,3,1.0681
1364,14278.0,205.83,1,2010-10-26 12:07:00,45,3,2.0583
1366,14281.0,245.15,1,2010-10-27 14:45:00,44,3,2.4515000000000002
1376,14294.0,375.34,1,2010-10-28 16:25:00,43,3,3.7533999999999996
1378,14296.0,456.40000000000003,2,2010-10-14 14:14:00,57,3,4.564
1382,14302.0,742.9000000000001,3,2010-10-05 08:10:00,66,3,7.429000000000001
1383,14303.0,277.94,2,2010-10-28 15:37:00,43,3,2.7794
1389,14310.0,492.1,1,2010-10-03 12:34:00,68,3,4.921
1392,14314.0,109.80000000000001,1,2010-10-05 08:00:00,66,3,1.098
1395,14318.0,158.02,1,2010-09-05 15:32:00,96,3,1.5802
1396,14319.0,494.85,1,2010-10-11 13:38:00,60,3,4.9485
1398,14321.0,687.3100000000001,2,2010-10-04 12:48:00,67,3,6.873100000000001
1399,14322.0,474.1,4,2010-10-06 15:17:00,65,3,4.7410000000000005
1400,14324.0,701.61,2,2010-10-26 11:44:00,45,3,7.0161
1402,14326.0,757.13,2,2010-09-02 13:29:00,99,3,7.5713
1404,14328.0,445.05,1,2010-09-27 16:01:00,74,3,4.4505
1407,14332.0,1077.2,2,2010-11-23 15:24:00,17,3,10.772
1410,14339.0,310.75,1,2010-10-07 08:50:00,64,3,3.1075
1412,14342.0,249.88,2,2010-10-03 12:46:00,68,3,2.4988
1417,14350.0,689.1,2,2010-11-24 12:01:00,16,3,6.891
1418,14353.0,285.9,2,2010-10-25 14:46:00,46,3,2.859
1420,14358.0,400.06,2,2010-11-15 15:51:00,25,3,4.0006
1422,14363.0,227.47000000000003,2,2010-11-02 17:01:00,38,3,2.2747
1423,14365.0,634.68,2,2010-11-10 09:52:00,30,3,6.346799999999999
1427,14372.0,860.08,2,2010-09-22 16:17:00,79,3,8.6008
1429,14375.0,875.31,2,2010-09-15 14:45:00,86,3,8.7531
1432,14379.0,920.81,2,2010-11-11 16:29:00,29,3,9.2081
1434,14381.0,428.65999999999997,1,2010-09-14 16:15:00,87,3,4.2866
1435,14382.0,620.73,1,2010-11-14 16:32:00,26,3,6.2073
1436,14384.0,58.5,1,2010-07-27 09:53:00,136,3,0.585
1441,14392.0,266.4,1,2010-10-03 12:56:00,68,3,2.6639999999999997
1445,14398.0,707.79,2,2010-11-03 13:46:00,37,3,7.0779
1452,14405.0,195.0,1,2010-11-18 11:40:00,22,3,1.95
1456,14412.0,656.16,1,2010-10-11 12:33:00,60,3,6.561599999999999
1457,14413.0,647.67,3,2010-10-25 14:41:00,46,3,6.476699999999999
1458,14414.0,902.35,1,2010-11-30 10:12:00,10,3,9.0235
1460,14417.0,604.2,1,2010-11-17 10:55:00,23,3,6.042000000000001
1461,14419.0,202.85,1,2010-11-22 11:09:00,18,3,2.0284999999999997
1465,14423.0,651.41,2,2010-09-28 10:42:00,73,3,6.5141
1466,14425.0,661.39,3,2010-10-01 10:24:00,70,3,6.6139
1468,14427.0,900.1800000000001,2,2010-08-02 11:25:00,130,3,9.001800000000001
1469,14429.0,516.28,1,2010-11-01 10:08:00,39,3,5.1628
1472,14433.0,289.6,1,2010-08-31 12:35:00,101,3,2.8960000000000004
1473,14435.0,90.42,1,2010-07-26 12:33:00,137,3,0.9042
1480,14443.0,966.27,2,2010-12-06 11:03:00,4,3,9.6627
1481,14444.0,132.04,1,2010-09-09 18:56:00,92,3,1.3204
1482,14445.0,221.65,1,2010-09-10 11:09:00,91,3,2.2165
1483,14446.0,201.73,1,2010-11-18 12:08:00,22,3,2.0173
1484,14447.0,548.5,1,2010-11-04 13:32:00,36,3,5.485
1488,14452.0,401.15,2,2010-11-09 14:13:00,31,3,4.0115
1491,14458.0,237.42,1,2010-11-24 12:43:00,16,3,2.3742
1495,14462.0,265.99,1,2010-10-03 14:13:00,68,3,2.6599
1496,14463.0,256.95,1,2010-07-28 11:35:00,135,3,2.5694999999999997
1503,14470.0,250.85,1,2010-10-05 12:39:00,66,3,2.5084999999999997
1507,14475.0,225.3,1,2010-10-27 09:20:00,44,3,2.253
1508,14477.0,660.0,3,2010-09-29 14:05:00,72,3,6.6
1515,14484.0,749.0600000000001,3,2010-11-03 13:50:00,37,3,7.490600000000001
1516,14486.0,175.5,2,2010-07-16 09:42:00,147,3,1.755
1517,14487.0,257.28000000000003,2,2010-12-06 13:22:00,4,3,2.5728000000000004
1520,14491.0,127.2,1,2010-12-02 12:10:00,8,3,1.272
1523,14494.0,261.9,2,2010-11-03 13:13:00,37,3,2.6189999999999998
1532,14508.0,598.52,3,2010-11-28 13:21:00,12,3,5.9852
1536,14513.0,332.42,3,2010-09-29 12:11:00,72,3,3.3242000000000003
1541,14521.0,199.45000000000002,1,2010-08-05 16:35:00,127,3,1.9945000000000002
1545,14526.0,262.4,1,2010-11-15 13:32:00,25,3,2.6239999999999997
1548,14531.0,376.34,1,2010-08-17 10:16:00,115,3,3.7634
1558,14544.0,957.98,1,2010-08-26 16:00:00,106,3,9.5798
1562,14549.0,627.3100000000001,3,2010-10-15 08:26:00,56,3,6.2731
1563,14550.0,587.69,2,2010-11-16 14:05:00,24,3,5.876900000000001
1565,14552.0,346.21,2,2010-11-24 12:36:00,16,3,3.4621
1570,14559.0,75.6,1,2010-11-14 16:05:00,26,3,0.7559999999999999
1573,14563.0,679.44,2,2010-07-18 12:01:00,145,3,6.7944
1575,14565.0,760.1,1,2010-08-23 09:48:00,109,3,7.601
1577,14568.0,919.7,1,2010-09-30 17:15:00,71,3,9.197000000000001
1578,14569.0,371.59,3,2010-09-13 10:51:00,88,3,3.7158999999999995
1579,14570.0,395.69,1,2010-09-22 13:07:00,79,3,3.9569
1580,14571.0,161.65,1,2010-10-10 15:06:00,61,3,1.6165
1584,14575.0,460.71,1,2010-08-08 14:51:00,124,3,4.6071
1585,14576.0,35.400000000000006,1,2010-12-02 17:51:00,8,3,0.35400000000000004
1586,14577.0,514.54,3,2010-11-10 12:19:00,30,3,5.1453999999999995
1587,14579.0,105.56,1,2010-10-03 14:36:00,68,3,1.0556
1590,14583.0,728.48,3,2010-11-21 15:28:00,19,3,7.284800000000001
1594,14589.0,39.75,1,2010-12-03 11:42:00,7,3,0.3975
1597,14594.0,255.0,1,2010-12-01 13:54:00,9,3,2.55
1598,14595.0,423.85,2,2010-09-12 12:47:00,89,3,4.2385
1602,14599.0,474.54,2,2010-11-14 14:49:00,26,3,4.7454
1603,14600.0,471.84000000000003,1,2010-11-11 15:56:00,29,3,4.7184
1611,14610.0,24.35,2,2010-11-09 10:58:00,31,3,0.24350000000000002
1612,14611.0,604.3299999999999,2,2010-09-22 09:19:00,79,3,6.0432999999999995
1613,14612.0,877.7,1,2010-10-20 16:01:00,51,3,8.777000000000001
1615,14614.0,295.13,1,2010-11-18 13:04:00,22,3,2.9513
1617,14616.0,121.7,2,2010-11-19 16:33:00,21,3,1.217
1618,14617.0,190.47000000000003,2,2010-11-02 11:41:00,38,3,1.9047000000000003
1626,14627.0,462.75,1,2010-11-25 16:32:00,15,3,4.6275
1628,14630.0,338.65,1,2010-08-12 16:38:00,120,3,3.3865
1631,14635.0,215.22,1,2010-09-12 10:47:00,89,3,2.1522
1647,14656.0,523.6,3,2010-10-20 13:26:00,51,3,5.236000000000001
1648,14657.0,612.65,2,2010-10-06 15:33:00,65,3,6.1265
1649,14662.0,645.16,3,2010-10-08 13:31:00,63,3,6.4516
1650,14663.0,490.6,2,2010-10-05 13:21:00,66,3,4.906000000000001
1651,14665.0,913.95,2,2010-10-08 14:40:00,63,3,9.1395
1653,14668.0,111.63,1,2010-09-20 15:03:00,81,3,1.1162999999999998
1657,14672.0,347.59,2,2010-07-12 10:23:00,151,3,3.4758999999999998
1659,14674.0,173.66,1,2010-07-18 14:25:00,145,3,1.7366
1660,14675.0,462.15,1,2010-11-16 12:22:00,24,3,4.6215
1666,14681.0,376.20000000000005,3,2010-11-17 15:42:00,23,3,3.7620000000000005
1669,14684.0,232.27,1,2010-11-14 14:07:00,26,3,2.3227
1672,14687.0,773.6800000000001,2,2010-11-04 18:56:00,36,3,7.736800000000001
1674,14690.0,422.63,2,2010-11-12 14:51:00,28,3,4.2263
1679,14696.0,688.95,2,2010-12-01 15:37:00,9,3,6.889500000000001
1680,14699.0,593.47,3,2010-09-30 15:14:00,71,3,5.9347
1681,14700.0,880.96,2,2010-10-20 12:26:00,51,3,8.8096
1684,14704.0,266.66,2,2010-10-11 11:53:00,60,3,2.6666000000000003
1686,14707.0,139.2,2,2010-09-30 11:37:00,71,3,1.392
1690,14712.0,411.0,1,2010-10-17 14:49:00,54,3,4.11
1692,14714.0,746.05,3,2010-10-28 17:46:00,43,3,7.4605
1694,14716.0,235.77,1,2010-09-21 12:07:00,80,3,2.3577
1696,14718.0,226.42,1,2010-10-25 13:07:00,46,3,2.2641999999999998
1697,14721.0,115.77,1,2010-11-25 13:08:00,15,3,1.1577
1698,14722.0,325.45,2,2010-08-19 14:34:00,113,3,3.2544999999999997
1701,14725.0,597.16,3,2010-11-10 11:47:00,30,3,5.9716
1704,14728.0,190.58,1,2010-10-22 15:57:00,49,3,1.9058000000000002
1705,14729.0,593.89,3,2010-12-01 12:43:00,9,3,5.9389
1710,14736.0,401.08,2,2010-08-11 15:21:00,121,3,4.0108
1715,14741.0,497.25,2,2010-12-02 08:43:00,8,3,4.9725
1716,14742.0,579.85,1,2010-09-30 14:07:00,71,3,5.798500000000001
1722,14749.0,310.15,1,2010-08-17 12:36:00,115,3,3.1014999999999997
1725,14753.0,306.36,1,2010-09-05 11:04:00,96,3,3.0636
1730,14761.0,192.02,1,2010-09-21 14:22:00,80,3,1.9202000000000001
1733,14767.0,382.81,1,2010-08-22 14:54:00,110,3,3.8281
1739,14775.0,406.56,1,2010-12-02 16:38:00,8,3,4.0656
1741,14777.0,307.56,1,2010-11-01 12:50:00,39,3,3.0756
1743,14784.0,159.94,1,2010-11-15 09:49:00,25,3,1.5994
1745,14787.0,110.65,1,2010-08-25 14:38:00,107,3,1.1065
1750,14794.0,633.99,3,2010-11-02 09:06:00,38,3,6.3399
1752,14797.0,300.31,1,2010-07-20 14:07:00,143,3,3.0031
1757,14805.0,549.99,3,2010-10-31 14:50:00,40,3,5.4999
1758,14806.0,110.03999999999999,1,2010-09-26 15:50:00,75,3,1.1003999999999998
1759,14807.0,519.29,2,2010-11-14 12:47:00,26,3,5.1929
1761,14810.0,449.14,3,2010-12-05 12:08:00,5,3,4.4914
1762,14811.0,170.5,1,2010-11-17 13:09:00,23,3,1.705
1767,14818.0,512.61,3,2010-09-07 14:16:00,94,3,5.1261
1768,14819.0,198.09,2,2010-08-02 17:19:00,130,3,1.9809
1771,14822.0,157.70000000000002,1,2010-08-11 12:52:00,121,3,1.5770000000000002
1780,14833.0,94.8,1,2010-07-29 10:06:00,134,3,0.948
1781,14834.0,485.86,1,2010-10-28 17:37:00,43,3,4.8586
1784,14838.0,773.6700000000001,2,2010-10-12 15:46:00,59,3,7.736700000000001
1788,14843.0,211.79999999999998,1,2010-09-29 12:39:00,72,3,2.118
1791,14846.0,437.4,1,2010-10-08 17:07:00,63,3,4.374
1792,14847.0,1039.55,2,2010-10-28 09:45:00,43,3,10.3955
1793,14848.0,310.56,1,2010-10-31 12:22:00,40,3,3.1056
1802,14858.0,180.75,1,2010-07-22 10:51:00,141,3,1.8075
1805,14865.0,77.52000000000001,3,2010-12-02 18:23:00,8,3,0.7752000000000001
1812,14872.0,816.6,3,2010-08-13 12:34:00,119,3,8.166
1815,14875.0,1397.08,1,2010-09-24 10:29:00,77,3,13.970799999999999
1817,14877.0,437.0,2,2010-10-17 13:09:00,54,3,4.37
1822,14885.0,832.8,2,2010-10-08 12:08:00,63,3,8.328
1824,14891.0,552.35,2,2010-10-19 12:10:00,52,3,5.5235
1827,14894.0,837.0600000000001,2,2010-09-22 15:23:00,79,3,8.370600000000001
1832,14899.0,1384.88,1,2010-11-09 15:20:00,31,3,13.8488
1835,14902.0,702.96,2,2010-11-09 10:29:00,31,3,7.0296
1836,14904.0,615.2,2,2010-10-27 15:40:00,44,3,6.152
1838,14906.0,68.44,1,2010-09-20 16:30:00,81,3,0.6844
1840,14908.0,104.10000000000001,1,2010-09-02 16:39:00,99,3,1.0410000000000001
1851,14922.0,843.74,2,2010-11-11 11:14:00,29,3,8.4374
1853,14926.0,359.4,2,2010-11-23 07:13:00,17,3,3.594
1854,14927.0,308.2,1,2010-11-08 12:30:00,32,3,3.082
1856,14929.0,612.8100000000001,1,2010-10-14 12:22:00,57,3,6.128100000000001
1858,14932.0,666.13,2,2010-12-09 11:48:00,1,3,6.6613
1864,14940.0,531.49,2,2010-10-18 10:47:00,53,3,5.3149
1869,14945.0,179.4,1,2010-10-22 11:26:00,49,3,1.794
1871,14949.0,515.0,4,2010-08-27 15:38:00,105,3,5.15
1873,14953.0,723.95,3,2010-10-17 12:52:00,54,3,7.2395000000000005
1876,14956.0,1325.0,1,2010-10-14 16:40:00,57,3,13.25
1884,14968.0,357.4,1,2010-09-07 13:28:00,94,3,3.574
1887,14972.0,30.300000000000004,1,2010-11-23 16:17:00,17,3,0.30300000000000005
1888,14975.0,192.45,1,2010-10-14 14:11:00,57,3,1.9244999999999999
1893,14981.0,270.8,1,2010-10-12 11:04:00,59,3,2.708
1897,14986.0,566.9,2,2010-11-28 15:25:00,12,3,5.669
1902,14991.0,314.67,1,2010-10-05 13:01:00,66,3,3.1467
1903,14992.0,210.5,1,2010-09-23 17:48:00,78,3,2.105
1906,14996.0,442.28999999999996,2,2010-08-15 13:44:00,117,3,4.422899999999999
1908,14998.0,340.86,2,2010-10-07 18:48:00,64,3,3.4086000000000003
1910,15001.0,230.85999999999999,2,2010-11-10 13:51:00,30,3,2.3085999999999998
1914,15006.0,323.05,1,2010-09-12 13:03:00,89,3,3.2305
1915,15008.0,360.0,2,2010-08-16 13:09:00,116,3,3.6
1916,15011.0,416.6,2,2010-11-09 11:10:00,31,3,4.166
1917,15012.0,437.58,2,2010-12-01 12:49:00,9,3,4.3758
1920,15016.0,460.26,4,2010-11-11 16:30:00,29,3,4.6026
1921,15018.0,111.25,1,2010-12-07 10:47:00,3,3,1.1125
1922,15020.0,203.42,1,2010-11-25 13:29:00,15,3,2.0342
1928,15026.0,592.61,2,2010-11-29 13:50:00,11,3,5.9261
1930,15028.0,530.58,3,2010-12-06 12:47:00,4,3,5.3058000000000005
1936,15037.0,402.51,2,2010-11-28 13:05:00,12,3,4.0251
1940,15041.0,113.67,1,2010-09-21 13:16:00,80,3,1.1367
1945,15048.0,98.7,1,2010-12-06 12:15:00,4,3,0.987
1948,15055.0,560.07,3,2010-08-22 11:06:00,110,3,5.600700000000001
1956,15065.0,168.73,1,2010-10-25 09:13:00,46,3,1.6872999999999998
1958,15068.0,623.49,2,2010-10-17 16:08:00,54,3,6.2349
1959,15070.0,737.0500000000001,3,2010-12-02 11:23:00,8,3,7.370500000000001
1960,15071.0,473.49,2,2010-11-18 13:30:00,22,3,4.7349
1961,15072.0,187.51999999999998,1,2010-08-17 15:46:00,115,3,1.8751999999999998
1963,15074.0,817.46,2,2010-10-06 15:49:00,65,3,8.1746
1964,15076.0,566.89,2,2010-08-04 13:37:00,128,3,5.6689
1968,15080.0,546.25,2,2010-10-08 11:52:00,63,3,5.4625
1971,15084.0,965.2,2,2010-11-25 11:58:00,15,3,9.652000000000001
1975,15092.0,318.65,1,2010-09-03 12:33:00,98,3,3.1864999999999997
1977,15094.0,83.0,2,2010-09-02 16:55:00,99,3,0.83
1983,15105.0,795.98,2,2010-10-05 14:12:00,66,3,7.9598
1986,15110.0,509.75,2,2010-11-01 10:31:00,39,3,5.0975
1989,15114.0,639.56,2,2010-11-21 16:14:00,19,3,6.395599999999999
1994,15124.0,266.63,2,2010-08-20 12:31:00,112,3,2.6663
1998,15128.0,312.68,1,2010-10-05 16:46:00,66,3,3.1268000000000002
2000,15131.0,80.28,1,2010-11-10 12:07:00,30,3,0.8028
2001,15133.0,824.48,2,2010-11-22 15:16:00,18,3,8.2448
2002,15134.0,208.3,2,2010-11-23 14:59:00,17,3,2.083
2004,15137.0,823.4,2,2010-07-07 09:41:00,156,3,8.234
2005,15138.0,502.52,1,2010-11-11 09:16:00,29,3,5.0252
2006,15140.0,889.44,1,2010-09-23 13:07:00,78,3,8.894400000000001
2009,15143.0,304.18,1,2010-10-03 13:58:00,68,3,3.0418000000000003
2015,15154.0,1091.99,2,2010-08-18 17:43:00,114,3,10.9199
2016,15155.0,383.96999999999997,1,2010-11-21 12:59:00,19,3,3.8396999999999997
2018,15158.0,204.62,1,2010-11-03 13:46:00,37,3,2.0462000000000002
2020,15160.0,431.11,3,2010-11-30 15:41:00,10,3,4.3111
2021,15161.0,119.92,1,2010-11-16 16:08:00,24,3,1.1992
2024,15165.0,487.75,1,2010-12-01 14:03:00,9,3,4.8775
2025,15166.0,167.16,1,2010-08-29 12:31:00,103,3,1.6716
2027,15169.0,569.22,2,2010-11-22 13:04:00,18,3,5.692200000000001
2028,15170.0,81.15,1,2010-10-29 10:34:00,42,3,0.8115000000000001
2030,15174.0,345.71,1,2010-10-25 09:40:00,46,3,3.4570999999999996
2032,15177.0,948.93,1,2010-10-10 12:48:00,61,3,9.4893
2035,15181.0,510.72,2,2010-10-15 11:47:00,56,3,5.107200000000001
2038,15184.0,283.19,2,2010-11-17 12:41:00,23,3,2.8319
2042,15190.0,834.4399999999999,1,2010-10-01 13:09:00,70,3,8.3444
2043,15191.0,588.05,3,2010-09-02 15:37:00,99,3,5.8805
2046,15196.0,316.25,2,2010-10-03 10:50:00,68,3,3.1625
2047,15197.0,797.9,3,2010-11-10 11:55:00,30,3,7.979
2048,15198.0,377.71,3,2010-10-27 10:32:00,44,3,3.7771
2050,15200.0,549.05,1,2010-08-02 09:38:00,130,3,5.4905
2051,15201.0,606.4100000000001,2,2010-09-26 10:50:00,75,3,6.064100000000001
2054,15207.0,683.9200000000001,3,2010-10-19 13:29:00,52,3,6.839200000000001
2055,15208.0,100.4,1,2010-10-12 12:17:00,59,3,1.004
2057,15210.0,845.01,2,2010-11-26 09:09:00,14,3,8.450099999999999
2058,15211.0,383.07,1,2010-12-09 16:08:00,1,3,3.8306999999999998
2059,15212.0,106.47999999999999,1,2010-11-28 10:45:00,12,3,1.0648
2068,15224.0,549.28,3,2010-07-15 09:08:00,148,3,5.4928
2073,15233.0,59.400000000000006,1,2010-11-03 13:36:00,37,3,0.5940000000000001
2077,15242.0,302.04,1,2010-10-13 15:33:00,58,3,3.0204000000000004
2078,15243.0,610.6,1,2010-09-30 17:28:00,71,3,6.106
2082,15247.0,620.06,2,2010-08-19 10:13:00,113,3,6.2006
2092,15257.0,368.75,1,2010-10-21 14:03:00,50,3,3.6875
2096,15262.0,239.87,2,2010-11-24 13:21:00,16,3,2.3987
2101,15269.0,816.56,2,2010-11-24 15:32:00,16,3,8.1656
2106,15276.0,514.22,3,2010-11-10 16:07:00,30,3,5.1422
2107,15277.0,220.44,1,2010-10-10 16:02:00,61,3,2.2044
2110,15280.0,293.09999999999997,2,2010-08-08 12:21:00,124,3,2.9309999999999996
2113,15283.0,148.33,3,2010-11-14 14:54:00,26,3,1.4833
2114,15284.0,24.75,1,2010-07-27 13:25:00,136,3,0.2475
2115,15285.0,94.92,1,2010-10-28 09:46:00,43,3,0.9492
2116,15287.0,369.34000000000003,3,2010-11-25 10:29:00,15,3,3.6934000000000005
2118,15289.0,653.3100000000001,2,2010-09-07 12:38:00,94,3,6.533100000000001
2122,15294.0,233.35,1,2010-10-25 11:45:00,46,3,2.3335
2130,15304.0,225.15,2,2010-12-06 11:42:00,4,3,2.2515
2137,15314.0,492.47999999999996,2,2010-10-22 12:19:00,49,3,4.924799999999999
2140,15322.0,711.18,1,2010-08-20 13:10:00,112,3,7.1118
2145,15328.0,107.24,1,2010-10-28 09:05:00,43,3,1.0724
2147,15331.0,767.91,3,2010-07-28 09:42:00,135,3,7.6791
2149,15336.0,240.5,1,2010-11-03 12:39:00,37,3,2.405
2150,15337.0,373.02,1,2010-10-24 15:29:00,47,3,3.7302
2154,15341.0,382.2,1,2010-09-16 16:41:00,85,3,3.822
2155,15346.0,343.7,2,2010-10-10 13:55:00,61,3,3.437
2157,15350.0,547.6,2,2010-12-01 13:33:00,9,3,5.476
2166,15362.0,613.08,2,2010-09-17 10:37:00,84,3,6.130800000000001
2167,15363.0,678.11,2,2010-12-02 12:28:00,8,3,6.7811
2171,15368.0,275.8,1,2010-11-10 15:52:00,30,3,2.758
